5,6,7,8,9,10,11,12,13,14,15,16
"[[2552.2079, 7.0741, 14.509, 5.3308, 7.1445, 26.4616], [701.5249, 3.7088, 8.276, 2.5473, 3.7457, 12.5328], [132.7821, 1.6136, 3.483, 1.1825, 1.6296, 5.6951]]","[[9416.1302, 12.4243, 25.338, 9.4393, 12.5274, 56.3128], [3143.4045, 7.1785, 15.727, 5.0565, 7.2381, 30.0092], [673.6722, 3.3232, 7.574, 2.3776, 3.3508, 13.9239]]","[[25999.6454, 19.1361, 38.892, 14.5835, 19.2724, 101.5984], [9894.1667, 11.8048, 25.597, 8.3819, 11.8889, 58.1722], [2801.2083, 6.2812, 14.437, 4.3554, 6.3259, 29.9188]]","[[60817.2912, 27.4013, 55.426, 20.9621, 27.572, 167.022], [25219.6691, 17.6452, 37.863, 12.6466, 17.7552, 100.4733], [8729.5173, 10.3813, 23.62, 7.1592, 10.446, 56.4293]]","[[120990.804, 36.4633, 73.884, 27.8644, 36.6653, 249.8714], [57077.3842, 25.0444, 53.438, 18.0662, 25.1832, 161.6454], [22862.0581, 15.8503, 35.848, 10.9197, 15.9381, 96.883]]","[[211336.4815, 45.7432, 91.763, 34.9816, 45.9713, 348.7262], [109752.1563, 32.9645, 69.291, 23.8917, 33.1289, 237.545], [50122.0914, 22.2769, 49.28, 15.4664, 22.388, 152.3154]]","[[420495.6213, 61.5488, 125.361, 47.0445, 61.8279, 515.9264], [239545.0273, 46.455, 98.548, 34.0027, 46.6656, 372.433], [127033.8875, 33.8297, 74.978, 23.8588, 33.9831, 260.8098]]","[[715808.962, 76.9141, 156.992, 58.7201, 77.2339, 702.6641], [433179.4722, 59.8331, 126.666, 43.9036, 60.0819, 524.8303], [244697.2645, 44.9699, 99.024, 31.8531, 45.1569, 380.1952]]","[[1147009.2772, 93.5724, 191.343, 71.4232, 93.9316, 926.077], [718648.1623, 74.0666, 156.723, 54.4683, 74.3509, 705.6201], [426241.529, 57.0417, 125.182, 40.5196, 57.2606, 524.2256]]","[[1749181.9257, 111.3802, 227.663, 84.9982, 111.7773, 1187.0922], [1139902.4789, 89.9134, 189.618, 66.2987, 90.2339, 925.245], [707810.7787, 70.8515, 154.473, 50.561, 71.1041, 704.8458]]","[[2569676.6668, 130.452, 266.675, 99.6008, 130.8861, 1490.6384], [1719087.5569, 106.699, 224.652, 78.8716, 107.0541, 1179.6411], [1104839.8179, 85.5384, 185.83, 61.2794, 85.8231, 915.6698]]","[[3700029.5646, 151.5967, 309.98, 115.7521, 152.0697, 1848.1104], [2541884.3546, 125.6507, 264.145, 93.072, 126.0428, 1485.1648], [1692733.4175, 102.5372, 221.963, 73.7345, 102.8571, 1175.6548]]"
"[[2531.1646, 7.0449, 14.447, 5.3088, 7.115, 26.3528], [695.2238, 3.6921, 8.237, 2.5359, 3.7289, 12.4764], [131.2778, 1.6044, 3.46, 1.176, 1.6204, 5.6633]]","[[9348.7725, 12.3798, 25.244, 9.4058, 12.4825, 56.1131], [3118.6313, 7.1502, 15.662, 5.0367, 7.2095, 29.892], [666.805, 3.3062, 7.531, 2.3658, 3.3337, 13.8546]]","[[25826.3341, 19.0723, 38.757, 14.5355, 19.208, 101.264], [9821.5782, 11.7615, 25.498, 8.3514, 11.8452, 57.9612], [2776.2176, 6.2531, 14.368, 4.3362, 6.2976, 29.7872]]","[[60428.8262, 27.3136, 55.241, 20.8961, 27.4838, 166.4964], [25040.6986, 17.5825, 37.722, 12.6022, 17.6921, 100.1207], [8657.2678, 10.3383, 23.516, 7.13, 10.4027, 56.1984]]","[[120219.1276, 36.3468, 73.638, 27.7766, 36.5482, 249.0852], [56683.5189, 24.9579, 53.245, 18.0044, 25.0962, 161.0933], [22683.1444, 15.7881, 35.7, 10.8773, 15.8756, 96.5052]]","[[209942.5211, 45.5921, 91.443, 34.8677, 45.8195, 347.5916], [108986.6775, 32.8493, 69.035, 23.8092, 33.0131, 236.7244], [49738.5509, 22.1915, 49.079, 15.4079, 22.3021, 151.7337]]","[[417937.3541, 61.3612, 124.964, 46.9032, 61.6395, 514.3774], [238029.115, 46.3077, 98.221, 33.8966, 46.5177, 371.2721], [126187.7443, 33.7169, 74.715, 23.7808, 33.8698, 259.9579]]","[[711557.7777, 76.6853, 156.508, 58.5477, 77.0042, 700.6015], [430526.8568, 59.6496, 126.261, 43.7709, 59.8976, 523.2454], [243128.2536, 44.8255, 98.69, 31.7526, 45.0119, 378.9973]]","[[1140264.7198, 93.2969, 190.759, 71.2155, 93.655, 923.3846], [714289.6835, 73.8417, 156.228, 54.3051, 74.1251, 703.5072], [423543.2271, 56.8608, 124.767, 40.3931, 57.0791, 522.5905]]","[[1738906.5098, 111.0526, 226.969, 84.7512, 111.4485, 1183.6433], [1133030.0136, 89.6419, 189.022, 66.1012, 89.9615, 922.4906], [703381.5024, 70.6295, 153.966, 50.405, 70.8813, 702.6727]]","[[2554515.5367, 130.0666, 265.858, 99.3101, 130.4994, 1486.2901], [1708680.1106, 106.3756, 223.943, 78.6356, 106.7296, 1176.1143], [1097920.0417, 85.2701, 185.22, 61.09, 85.5539, 912.8425]]","[[3678188.0388, 151.1486, 309.03, 115.4141, 151.6202, 1842.7155], [2526526.5849, 125.2706, 263.313, 92.7942, 125.6614, 1480.7335], [1682207.2951, 102.2179, 221.24, 73.5082, 102.5368, 1172.0492]]"
"[[2510.2941, 7.0158, 14.386, 5.2869, 7.0856, 26.2441], [688.9511, 3.6754, 8.198, 2.5245, 3.712, 12.4201], [129.7874, 1.5953, 3.438, 1.1695, 1.6111, 5.6311]]","[[9281.6951, 12.3353, 25.151, 9.3723, 12.4376, 55.9132], [3094.0926, 7.122, 15.597, 5.0172, 7.1811, 29.7762], [660.0034, 3.2893, 7.489, 2.3542, 3.3166, 13.7861]]","[[25653.9351, 19.0085, 38.623, 14.4874, 19.1438, 100.9295], [9749.3086, 11.7181, 25.4, 8.321, 11.8015, 57.75], [2751.3961, 6.2251, 14.299, 4.3173, 6.2694, 29.6563]]","[[60041.988, 27.2261, 55.056, 20.8301, 27.3957, 165.9712], [24862.5038, 17.5198, 37.581, 12.5579, 17.629, 99.7687], [8585.4386, 10.2953, 23.412, 7.1008, 10.3594, 55.9673]]","[[119450.0253, 36.2303, 73.391, 27.6889, 36.4311, 248.2993], [56291.2293, 24.8714, 53.051, 17.9428, 25.0092, 160.5426], [22505.2976, 15.7261, 35.552, 10.8351, 15.8132, 96.128]]","[[208553.4984, 45.441, 91.124, 34.7538, 45.6677, 346.4573], [108224.1002, 32.7342, 68.779, 23.7267, 32.8974, 235.9037], [49356.4801, 22.1061, 48.878, 15.3495, 22.2163, 151.1523]]","[[415384.961, 61.1736, 124.566, 46.7617, 61.451, 512.827], [236518.2154, 46.1605, 97.895, 33.7906, 46.3699, 370.1116], [125343.7843, 33.6039, 74.452, 23.7027, 33.7563, 259.1052]]","[[707316.7129, 76.4565, 156.023, 58.3751, 76.7744, 698.538], [427881.4425, 59.466, 125.856, 43.6382, 59.7133, 521.6601], [241564.8762, 44.6811, 98.356, 31.6522, 44.8669, 377.8002]]","[[1133540.6559, 93.0214, 190.175, 71.0077, 93.3785, 920.6924], [709945.2458, 73.6168, 155.732, 54.1419, 73.8994, 701.3952], [420854.0919, 56.68, 124.351, 40.2667, 56.8976, 520.9565]]","[[1728660.1853, 110.7249, 226.275, 84.504, 111.1196, 1180.1932], [1126177.1836, 89.3704, 188.425, 65.9037, 89.689, 919.7356], [698967.2679, 70.4075, 153.459, 50.249, 70.6585, 700.4994]]","[[2539401.4395, 129.6813, 265.041, 99.0195, 130.1128, 1481.9422], [1698308.0744, 106.0522, 223.234, 78.3998, 106.4051, 1172.5888], [1091021.4346, 85.0018, 184.61, 60.9007, 85.2847, 910.015]]","[[3656416.4688, 150.7006, 308.08, 115.0762, 151.1708, 1837.3225], [2511210.8491, 124.8903, 262.481, 92.5162, 125.28, 1476.2997], [1671715.1777, 101.8986, 220.518, 73.282, 102.2165, 1168.4435]]"
"[[2489.4054, 6.9865, 14.325, 5.2649, 7.0561, 26.135], [682.6613, 3.6586, 8.159, 2.5129, 3.695, 12.363], [128.3128, 1.5862, 3.416, 1.1629, 1.602, 5.5989]]","[[9214.8176, 12.2908, 25.057, 9.3388, 12.3928, 55.7135], [3069.518, 7.0937, 15.532, 4.9975, 7.1525, 29.6593], [653.238, 3.2724, 7.447, 2.3425, 3.2996, 13.7173]]","[[25481.8583, 18.9446, 38.488, 14.4394, 19.0795, 100.5951], [9677.2869, 11.6748, 25.302, 8.2905, 11.7578, 57.539], [2726.6194, 6.197, 14.23, 4.2981, 6.2411, 29.5243]]","[[59656.1971, 27.1385, 54.871, 20.7641, 27.3076, 165.446], [24684.9439, 17.4572, 37.44, 12.5135, 17.5659, 99.4164], [8513.8448, 10.2523, 23.308, 7.0717, 10.3162, 55.7364]]","[[118683.4816, 36.1139, 73.145, 27.6011, 36.314, 247.5126], [55900.0659, 24.7848, 52.858, 17.8811, 24.9221, 159.9907], [22327.8201, 15.664, 35.404, 10.7928, 15.7508, 95.7499]]","[[207168.9167, 45.2899, 90.804, 34.6399, 45.5158, 345.3223], [107464.1855, 32.619, 68.522, 23.6442, 32.7817, 235.083], [48975.7507, 22.0206, 48.677, 15.291, 22.1305, 150.5704]]","[[412842.2233, 60.9861, 124.169, 46.6203, 61.2626, 511.2773], [235011.8296, 46.0133, 97.569, 33.6845, 46.222, 368.951], [124502.6641, 33.491, 74.188, 23.6246, 33.6429, 258.2522]]","[[703089.3292, 76.2277, 155.539, 58.2026, 76.5446, 696.4745], [425246.3778, 59.2827, 125.45, 43.5056, 59.5292, 520.076], [240006.189, 44.5368, 98.022, 31.5519, 44.7219, 376.6029]]","[[1126836.0575, 92.7459, 189.592, 70.7999, 93.1019, 917.9996], [705614.3473, 73.3919, 155.237, 53.9787, 73.6736, 699.2825], [418173.7854, 56.4993, 123.936, 40.1403, 56.7161, 519.322]]","[[1718444.6653, 110.3972, 225.58, 84.2569, 110.7908, 1176.7438], [1119347.3504, 89.099, 187.829, 65.7062, 89.4167, 916.9814], [694567.4436, 70.1855, 152.951, 50.0931, 70.4358, 698.327]]","[[2524330.0467, 129.2959, 264.224, 98.7288, 129.7261, 1477.5934], [1687967.3883, 105.7289, 222.525, 78.164, 106.0807, 1169.0634], [1084147.3859, 84.7336, 184.0, 60.7114, 85.0156, 907.1882]]","[[3634708.2577, 150.2525, 307.13, 114.7382, 150.7214, 1831.9282], [2495949.2174, 124.5102, 261.649, 92.2384, 124.8987, 1471.8684], [1661257.053, 101.5794, 219.795, 73.0558, 101.8963, 1164.8386]]"
"[[2468.622, 6.9573, 14.263, 5.243, 7.0266, 26.026], [676.4182, 3.6419, 8.12, 2.5014, 3.6781, 12.3064], [126.8319, 1.577, 3.393, 1.1563, 1.5927, 5.5669]]","[[9148.2513, 12.2463, 24.963, 9.3053, 12.3479, 55.5142], [3045.211, 7.0655, 15.467, 4.978, 7.1242, 29.5438], [646.5084, 3.2555, 7.404, 2.3308, 3.2826, 13.6487]]","[[25310.6967, 18.8809, 38.354, 14.3914, 19.0153, 100.2609], [9605.4436, 11.6313, 25.203, 8.26, 11.7141, 57.3274], [2702.0973, 6.1691, 14.161, 4.2792, 6.213, 29.3935]]","[[59271.9103, 27.0509, 54.686, 20.6982, 27.2195, 164.921], [24507.9664, 17.3945, 37.298, 12.4691, 17.5028, 99.0642], [8442.5273, 10.2092, 23.204, 7.0425, 10.2729, 55.5054]]","[[117919.5199, 35.9975, 72.899, 27.5134, 36.1969, 246.7268], [55510.7908, 24.6984, 52.664, 17.8195, 24.8352, 159.4398], [22151.2381, 15.6019, 35.256, 10.7505, 15.6884, 95.3722]]","[[205789.0827, 45.1388, 90.484, 34.526, 45.364, 344.1881], [106706.8979, 32.5039, 68.266, 23.5617, 32.666, 234.2621], [48596.6854, 21.9353, 48.475, 15.2326, 22.0447, 149.9884]]","[[410307.1582, 60.7985, 123.773, 46.4789, 61.0743, 509.7276], [233511.3204, 45.8662, 97.242, 33.5786, 46.0742, 367.7915], [123664.8166, 33.3781, 73.925, 23.5466, 33.5295, 257.4003]]","[[698876.1447, 75.9989, 155.054, 58.0301, 76.3149, 694.4114], [422618.6249, 59.0992, 125.045, 43.3729, 59.3449, 518.4916], [238453.422, 44.3924, 97.688, 31.4515, 44.577, 375.4058]]","[[1120151.8053, 92.4704, 189.008, 70.5922, 92.8254, 915.3074], [701297.0638, 73.167, 154.742, 53.8156, 73.4479, 697.1706], [415503.4262, 56.3186, 123.521, 40.014, 56.5348, 517.689]]","[[1708261.575, 110.0697, 224.886, 84.0099, 110.4621, 1173.2951], [1112538.7905, 88.8276, 187.232, 65.5087, 89.1443, 914.2271], [690181.5807, 69.9636, 152.445, 49.9371, 70.213, 696.1542]]","[[2509310.282, 128.9106, 263.407, 98.4382, 129.3396, 1473.2466], [1677659.158, 105.4055, 221.816, 77.9281, 105.7563, 1165.5379], [1077295.3682, 84.4654, 183.391, 60.5221, 84.7465, 904.3608]]","[[3613067.7146, 149.8046, 306.18, 114.4003, 150.272, 1826.5355], [2480733.2271, 124.1301, 260.817, 91.9606, 124.5174, 1467.437], [1650833.0274, 101.2602, 219.073, 72.8297, 101.5761, 1161.2347]]"
"[[2448.0557, 6.9283, 14.202, 5.2211, 6.9972, 25.9175], [670.1962, 3.6251, 8.081, 2.4899, 3.6611, 12.2498], [125.3681, 1.5679, 3.371, 1.1497, 1.5835, 5.5347]]","[[9081.9433, 12.2018, 24.87, 9.2718, 12.3031, 55.3145], [3020.865, 7.0372, 15.402, 4.9582, 7.0956, 29.4268], [639.7964, 3.2386, 7.362, 2.3191, 3.2655, 13.5799]]","[[25140.0001, 18.8171, 38.219, 14.3434, 18.9511, 99.927], [9533.9346, 11.588, 25.105, 8.2296, 11.6704, 57.1164], [2677.6408, 6.1411, 14.092, 4.2601, 6.1848, 29.2621]]","[[58889.0279, 26.9634, 54.501, 20.6322, 27.1314, 164.396], [24331.7642, 17.3318, 37.157, 12.4248, 17.4398, 98.7124], [8371.6843, 10.1663, 23.1, 7.0133, 10.2297, 55.2749]]","[[117157.6545, 35.881, 72.653, 27.4256, 36.0798, 245.9402], [55122.6825, 24.6119, 52.471, 17.7579, 24.7482, 158.889], [21975.4541, 15.5399, 35.108, 10.7083, 15.626, 94.9948]]","[[204414.4056, 44.9878, 90.165, 34.4121, 45.2122, 343.0543], [105952.7103, 32.3888, 68.01, 23.4792, 32.5504, 233.4419], [48219.1123, 21.8499, 48.274, 15.1742, 21.9589, 149.4067]]","[[407780.1196, 60.611, 123.376, 46.3376, 60.8859, 508.1787], [232015.6683, 45.719, 96.916, 33.4727, 45.9264, 366.632], [122830.2489, 33.2653, 73.662, 23.4686, 33.4161, 256.5485]]","[[694674.8731, 75.7701, 154.57, 57.8576, 76.0852, 692.3484], [420000.1754, 58.9158, 124.64, 43.2403, 59.1608, 516.9074], [236905.3137, 44.2481, 97.355, 31.3511, 44.4321, 374.2089]]","[[1113487.2282, 92.1949, 188.424, 70.3844, 92.5488, 912.6147], [696994.4505, 72.9422, 154.246, 53.6526, 73.2222, 695.0594], [412841.3959, 56.1379, 123.106, 39.8877, 56.3534, 516.0552]]","[[1698109.7268, 109.7421, 224.192, 83.7628, 110.1334, 1169.8461], [1105752.2025, 88.5563, 186.636, 65.3113, 88.872, 911.4737], [685810.9009, 69.7417, 151.938, 49.7812, 69.9904, 693.982]]","[[2494335.2803, 128.5254, 262.59, 98.1476, 128.9531, 1468.8996], [1667386.0294, 105.0823, 221.107, 77.6924, 105.432, 1162.0138], [1070464.3474, 84.1972, 182.781, 60.3329, 84.4774, 901.5341]]","[[3591495.2922, 149.3567, 305.23, 114.0624, 149.8227, 1821.1435], [2465565.1883, 123.75, 259.986, 91.6827, 124.1361, 1463.0058], [1640443.7918, 100.941, 218.351, 72.6035, 101.256, 1157.6302]]"
"[[2427.3778, 6.899, 14.141, 5.1991, 6.9676, 25.8081], [664.046, 3.6084, 8.042, 2.4784, 3.6443, 12.1932], [123.9171, 1.5588, 3.348, 1.1432, 1.5743, 5.5027]]","[[9015.8, 12.1573, 24.776, 9.2383, 12.2582, 55.1151], [2996.6262, 7.0089, 15.337, 4.9386, 7.0671, 29.3105], [633.1561, 3.2217, 7.32, 2.3074, 3.2485, 13.5114]]","[[24970.0111, 18.7534, 38.085, 14.2953, 18.8869, 99.5924], [9462.7227, 11.5446, 25.006, 8.1992, 11.6268, 56.9055], [2653.1714, 6.113, 14.023, 4.241, 6.1565, 29.1303]]","[[58506.9384, 26.8758, 54.316, 20.5662, 27.0432, 163.8706], [24156.2777, 17.2692, 37.016, 12.3805, 17.3768, 98.3608], [8301.0944, 10.1234, 22.997, 6.9842, 10.1864, 55.0438]]","[[116399.127, 35.7647, 72.407, 27.3379, 35.9628, 245.1547], [54735.9473, 24.5254, 52.277, 17.6962, 24.6612, 158.3374], [21800.1447, 15.4778, 34.96, 10.666, 15.5635, 94.6174]]","[[203044.0051, 44.8368, 89.845, 34.2982, 45.0604, 341.92], [105201.0808, 32.2737, 67.754, 23.3967, 32.4347, 232.6212], [47843.1147, 21.7645, 48.073, 15.1158, 21.8731, 148.8254]]","[[405261.4323, 60.4235, 122.979, 46.1962, 60.6976, 506.6292], [230524.6101, 45.5719, 96.59, 33.3666, 45.7786, 365.4716], [121997.947, 33.1524, 73.399, 23.3905, 33.3027, 255.6956]]","[[690486.8036, 75.5414, 154.085, 57.6851, 75.8555, 690.2856], [417389.3026, 58.7324, 124.235, 43.1077, 58.9766, 515.3232], [235362.7852, 44.1038, 97.021, 31.2507, 44.2872, 373.0118]]","[[1106845.1986, 91.9195, 187.841, 70.1767, 92.2724, 909.9232], [692705.1199, 72.7174, 153.751, 53.4895, 72.9966, 692.9479], [410187.953, 55.9572, 122.69, 39.7613, 56.172, 514.4215]]","[[1687989.9405, 109.4146, 223.498, 83.5158, 109.8047, 1166.3983], [1098985.877, 88.2849, 186.04, 65.1139, 88.5997, 908.7197], [681454.6296, 69.5199, 151.431, 49.6253, 69.7677, 691.81]]","[[2479404.4677, 128.1401, 261.774, 97.857, 128.5666, 1464.5522], [1657143.4561, 104.7591, 220.399, 77.4566, 105.1077, 1158.4888], [1063658.5418, 83.9291, 182.172, 60.1437, 84.2084, 898.7081]]","[[3569988.0224, 148.9088, 304.281, 113.7246, 149.3734, 1815.7512], [2450448.3339, 123.3701, 259.154, 91.405, 123.755, 1458.5755], [1630086.8797, 100.6219, 217.628, 72.3774, 100.9358, 1154.0268]]"
"[[2406.9269, 6.8698, 14.079, 5.1772, 6.9382, 25.6998], [657.8969, 3.5916, 8.003, 2.467, 3.6274, 12.1368], [122.4711, 1.5496, 3.326, 1.1366, 1.5651, 5.4706]]","[[8950.141, 12.113, 24.682, 9.205, 12.2135, 54.9161], [2972.5322, 6.9807, 15.273, 4.919, 7.0386, 29.1942], [626.5155, 3.2048, 7.278, 2.2957, 3.2314, 13.4423]]","[[24800.4113, 18.6896, 37.95, 14.2472, 18.8226, 99.2579], [9391.8187, 11.5013, 24.908, 8.1688, 11.5831, 56.6946], [2628.9234, 6.085, 13.954, 4.222, 6.1283, 28.9989]]","[[58126.4251, 26.7882, 54.131, 20.5003, 26.9552, 163.3456], [23981.3253, 17.2066, 36.875, 12.3361, 17.3138, 98.0084], [8230.71, 10.0804, 22.893, 6.955, 10.1432, 54.8127]]","[[115642.4852, 35.6482, 72.161, 27.2501, 35.8457, 244.3681], [54350.4638, 24.4389, 52.084, 17.6345, 24.5743, 157.786], [21625.6663, 15.4157, 34.812, 10.6238, 15.5011, 94.2393]]","[[201678.3167, 44.6857, 89.525, 34.1843, 44.9086, 340.7856], [104451.9823, 32.1586, 67.497, 23.3143, 32.319, 231.8006], [47468.8734, 21.6792, 47.872, 15.0574, 21.7874, 148.2438]]","[[402750.8199, 60.2361, 122.582, 46.0549, 60.5093, 505.0807], [229038.6192, 45.4248, 96.264, 33.2607, 45.6308, 364.3121], [121169.1532, 33.0396, 73.136, 23.3125, 33.1894, 254.8434]]","[[686313.0563, 75.3127, 153.601, 57.5127, 75.6259, 688.2239], [414788.0095, 58.5491, 123.83, 42.9751, 58.7926, 513.7394], [233825.5218, 43.9596, 96.687, 31.1504, 44.1423, 371.8154]]","[[1100223.2232, 91.6442, 187.258, 69.9691, 91.996, 907.2322], [688428.714, 72.4926, 153.256, 53.3264, 72.7709, 690.8358], [407543.0353, 55.7765, 122.275, 39.635, 55.9906, 512.788]]","[[1677898.1884, 109.0871, 222.804, 83.2688, 109.476, 1162.9492], [1092241.8173, 88.0136, 185.444, 64.9165, 88.3274, 905.966], [677113.2874, 69.2981, 150.924, 49.4695, 69.5451, 689.6389]]","[[2464520.3352, 127.7549, 260.957, 97.5664, 128.1801, 1460.2052], [1646934.8402, 104.4359, 219.69, 77.2209, 104.7834, 1154.9652], [1056872.8627, 83.661, 181.562, 59.9544, 83.9394, 895.8811]]","[[3548545.9611, 148.461, 303.331, 113.3867, 148.9242, 1810.359], [2435376.3168, 122.9901, 258.323, 91.1272, 123.3738, 1454.1452], [1619766.4901, 100.3028, 216.906, 72.1513, 100.6158, 1150.4242]]"
"[[2386.5467, 6.8407, 14.018, 5.1553, 6.9088, 25.5909], [651.7908, 3.5749, 7.964, 2.4556, 3.6105, 12.0806], [121.0295, 1.5405, 3.303, 1.13, 1.5558, 5.4386]]","[[8884.6074, 12.0685, 24.589, 9.1715, 12.1687, 54.717], [2948.5229, 6.9524, 15.208, 4.8994, 7.0101, 29.0778], [619.9697, 3.188, 7.235, 2.284, 3.2145, 13.3743]]","[[24631.4984, 18.6259, 37.816, 14.1993, 18.7584, 98.9239], [9321.1384, 11.4579, 24.809, 8.1383, 11.5395, 56.4834], [2604.7947, 6.057, 13.886, 4.203, 6.1001, 28.8676]]","[[57747.1125, 26.7007, 53.947, 20.4343, 26.8671, 162.8204], [23807.3472, 17.144, 36.734, 12.2918, 17.2509, 97.6572], [8160.8434, 10.0375, 22.789, 6.9259, 10.1, 54.5826]]","[[114888.3583, 35.5318, 71.915, 27.1624, 35.7287, 243.5822], [53966.6216, 24.3524, 51.89, 17.5729, 24.4873, 157.235], [21452.0936, 15.3537, 34.664, 10.5816, 15.4388, 93.8625]]","[[200317.2366, 44.5347, 89.206, 34.0704, 44.7568, 339.6512], [103706.3845, 32.0437, 67.241, 23.2319, 32.2035, 230.9811], [47095.8567, 21.5939, 47.671, 14.999, 21.7016, 147.6624]]","[[400247.0472, 60.0486, 122.185, 45.9135, 60.3209, 503.5305], [227558.2216, 45.2777, 95.938, 33.1547, 45.4831, 363.1527], [120342.5609, 32.9267, 72.872, 23.2345, 33.076, 253.9914]]","[[682152.0571, 75.0841, 153.117, 57.3403, 75.3963, 686.1615], [412194.2624, 58.3658, 123.425, 42.8426, 58.6085, 512.1561], [232293.5378, 43.8153, 96.353, 31.0501, 43.9975, 370.619]]","[[1093621.6925, 91.3688, 186.674, 69.7614, 91.7195, 904.5409], [684167.4595, 72.2679, 152.761, 53.1634, 72.5453, 688.7256], [404908.1316, 55.5959, 121.86, 39.5087, 55.8093, 511.1554]]","[[1667840.9706, 108.7596, 222.11, 83.0218, 109.1474, 1159.5017], [1085519.548, 87.7424, 184.848, 64.7191, 88.0552, 903.2135], [672785.041, 69.0762, 150.418, 49.3136, 69.3225, 687.4668]]","[[2449683.9113, 127.3698, 260.141, 97.2759, 127.7937, 1455.8598], [1636758.1245, 104.1127, 218.982, 76.9851, 104.4592, 1151.4411], [1050111.6355, 83.3929, 180.953, 59.7652, 83.6705, 893.0556]]","[[3527172.1765, 148.0132, 302.382, 113.0488, 148.475, 1804.9673], [2420354.5561, 122.6102, 257.491, 90.8494, 122.9927, 1449.7154], [1609479.9469, 99.9838, 216.185, 71.9252, 100.2958, 1146.8208]]"
"[[2366.2247, 6.8115, 13.957, 5.1333, 6.8793, 25.482], [645.6805, 3.5581, 7.925, 2.444, 3.5936, 12.0239], [119.6045, 1.5314, 3.281, 1.1235, 1.5466, 5.4066]]","[[8819.2747, 12.0241, 24.495, 9.138, 12.1239, 54.5173], [2924.6265, 6.9242, 15.143, 4.8797, 6.9817, 28.9613], [613.4077, 3.1711, 7.193, 2.2724, 3.1974, 13.3056]]","[[24463.3381, 18.5622, 37.681, 14.1513, 18.6943, 98.5903], [9250.7039, 11.4145, 24.711, 8.1079, 11.4958, 56.2725], [2580.7572, 6.029, 13.817, 4.1839, 6.0719, 28.7362]]","[[57369.3934, 26.6132, 53.762, 20.3684, 26.779, 162.2958], [23633.7612, 17.0814, 36.593, 12.2475, 17.1878, 97.3054], [8090.9807, 9.9944, 22.685, 6.8966, 10.0567, 54.3512]]","[[114137.1131, 35.4154, 71.669, 27.0747, 35.6117, 242.7962], [53584.0396, 24.2659, 51.697, 17.5113, 24.4004, 156.684], [21278.9356, 15.2916, 34.516, 10.5393, 15.3764, 93.4851]]","[[198961.3499, 44.3837, 88.886, 33.9566, 44.6051, 338.5174], [102962.8607, 31.9286, 66.985, 23.1494, 32.0878, 230.1606], [46724.3088, 21.5085, 47.471, 14.9406, 21.6158, 147.0808]]","[[397751.8904, 59.8611, 121.788, 45.7721, 60.1326, 501.9814], [226082.1057, 45.1307, 95.612, 33.0488, 45.3353, 361.993], [119519.8952, 32.814, 72.609, 23.1566, 32.9628, 253.1403]]","[[678002.8617, 74.8554, 152.633, 57.1678, 75.1666, 684.0987], [409609.5476, 58.1825, 123.02, 42.71, 58.4244, 510.5727], [230766.9634, 43.6711, 96.02, 30.9498, 43.8527, 369.423]]","[[1087039.7033, 91.0934, 186.091, 69.5538, 91.4431, 901.8497], [679918.3944, 72.0432, 152.266, 53.0003, 72.3197, 686.6144], [402282.6704, 55.4153, 121.446, 39.3825, 55.6281, 509.5228]]","[[1657814.3616, 108.4322, 221.416, 82.7748, 108.8188, 1156.0545], [1078818.9781, 87.4711, 184.252, 64.5218, 87.783, 900.4606], [668473.1901, 68.8545, 149.911, 49.1578, 69.1, 685.2963]]","[[2434892.6744, 126.9847, 259.325, 96.9854, 127.4073, 1451.5138], [1626614.5832, 103.7896, 218.273, 76.7494, 104.135, 1147.9176], [1043373.8002, 83.125, 180.344, 59.5761, 83.4016, 890.2311]]","[[3505864.5462, 147.5654, 301.432, 112.7111, 148.0259, 1799.5765], [2405378.2493, 122.2303, 256.66, 90.5717, 122.6116, 1445.2852], [1599226.7106, 99.6649, 215.463, 71.6992, 99.9758, 1143.2184]]"
