5,6,7,8,9,10,11,12,13,14,15,16
"[[34.3419, 0.8206, 2.089, 0.6055, 0.8288, 2.9837], [30.5327, 0.7737, 2.13, 0.5351, 0.7814, 2.6174], [35.3628, 0.8327, 2.422, 0.5977, 0.841, 2.881]]","[[13.6237, 0.4726, 0.768, 0.3855, 0.4765, 2.3496], [11.9775, 0.4431, 1.617, 0.2174, 0.4468, 1.2162], [89.8292, 1.2135, 3.616, 0.7566, 1.2236, 4.4225]]","[[267.6913, 1.9417, 3.155, 1.5937, 1.9555, 11.1908], [8.6264, 0.3486, 0.787, 0.2684, 0.351, 1.472], [110.1246, 1.2454, 3.88, 0.82, 1.2543, 5.2141]]","[[1166.5641, 3.795, 6.06, 3.1154, 3.8186, 24.9661], [73.6533, 0.9536, 1.731, 0.7238, 0.9595, 5.8118], [115.5544, 1.1944, 4.071, 0.7931, 1.2018, 5.3729]]","[[2340.0779, 5.071, 8.107, 4.1301, 5.0991, 37.2201], [335.9745, 1.9215, 3.274, 1.4813, 1.9321, 13.3262], [80.1549, 0.9385, 3.625, 0.6058, 0.9437, 4.2757]]","[[2627.1438, 5.1001, 8.073, 4.175, 5.1256, 41.9042], [525.7625, 2.2816, 4.018, 1.7422, 2.293, 16.6567], [115.9975, 1.0717, 4.459, 0.7029, 1.077, 3.6471]]","[[13323.2785, 10.9558, 18.136, 8.8032, 11.0055, 96.8169], [5413.3289, 6.9835, 11.495, 5.4595, 7.0151, 60.0411], [1567.3031, 3.7576, 6.226, 2.9241, 3.7747, 32.1441]]","[[27836.1083, 15.1674, 25.946, 12.0627, 15.2305, 144.6628], [13556.1543, 10.5846, 17.996, 8.1785, 10.6286, 98.0586], [4996.9624, 6.4263, 10.84, 4.9092, 6.453, 58.8516]]","[[48336.1035, 19.2088, 33.456, 15.2363, 19.2825, 197.9224], [24393.6031, 13.6459, 23.639, 10.5135, 13.6983, 136.5248], [9931.8695, 8.7072, 14.933, 6.586, 8.7407, 85.4239]]","[[74242.941, 22.9466, 39.875, 18.1734, 23.0284, 254.2535], [40579.7781, 16.9647, 29.417, 13.0798, 17.0251, 182.929], [18528.846, 11.4634, 19.746, 8.6691, 11.5043, 121.1283]]","[[105598.777, 26.4448, 45.762, 20.995, 26.5328, 314.7389], [59044.798, 19.7744, 34.189, 15.2995, 19.8402, 229.2925], [28417.2954, 13.7184, 23.618, 10.4041, 13.764, 155.7836]]","[[151486.8707, 30.6743, 53.085, 24.3529, 30.77, 389.4326], [88410.9074, 23.4337, 40.543, 18.1548, 23.5068, 290.2479], [46627.8758, 17.0181, 29.364, 12.9239, 17.0712, 206.442]]"
"[[36.7982, 0.8494, 2.151, 0.6274, 0.8579, 3.0922], [31.8119, 0.7898, 2.168, 0.5463, 0.7976, 2.6722], [36.1042, 0.8414, 2.443, 0.6041, 0.8498, 2.9122]]","[[11.6057, 0.4362, 0.711, 0.3553, 0.4398, 2.1518], [13.3472, 0.4678, 1.68, 0.2358, 0.4716, 1.3297], [92.2226, 1.2296, 3.656, 0.768, 1.2398, 4.4895]]","[[251.0052, 1.8802, 3.052, 1.546, 1.8936, 10.8586], [7.7604, 0.3306, 0.884, 0.2525, 0.333, 1.2655], [114.7955, 1.2715, 3.947, 0.8359, 1.2806, 5.3409]]","[[1114.9112, 3.71, 5.912, 3.0499, 3.7331, 24.4445], [65.9232, 0.9021, 1.646, 0.6837, 0.9078, 5.4661], [123.1944, 1.2333, 4.172, 0.8191, 1.2409, 5.597]]","[[2236.7434, 4.9578, 7.906, 4.0429, 4.9852, 36.4386], [309.1218, 1.8431, 3.149, 1.4208, 1.8533, 12.7849], [88.8312, 0.988, 3.768, 0.6449, 0.9935, 4.6428]]","[[2482.0268, 4.9573, 7.847, 4.0619, 4.982, 40.7773], [481.8659, 2.1843, 3.864, 1.6625, 2.1951, 15.8498], [126.8222, 1.1206, 4.654, 0.7146, 1.1262, 4.214]]","[[12879.6124, 10.7718, 17.769, 8.6627, 10.8207, 95.2772], [5196.1913, 6.842, 11.227, 5.3552, 6.873, 58.8989], [1481.7513, 3.6536, 6.048, 2.8479, 3.6702, 31.312]]","[[27015.6562, 14.9422, 25.475, 11.8913, 15.0043, 142.6133], [13104.2382, 10.4067, 17.637, 8.0479, 10.45, 96.4977], [4786.6171, 6.2896, 10.586, 4.811, 6.3157, 57.6808]]","[[46979.3025, 18.9373, 32.879, 15.0299, 19.01, 195.2478], [23617.4576, 13.4271, 23.183, 10.3527, 13.4786, 134.4436], [9541.3752, 8.5343, 14.599, 6.4624, 8.5671, 83.825]]","[[72167.6079, 22.6236, 39.197, 17.928, 22.7042, 250.827], [39324.8709, 16.7003, 28.872, 12.8852, 16.7598, 180.2141], [17846.9861, 11.2505, 19.327, 8.5165, 11.2906, 119.0006]]","[[102587.9935, 26.0651, 44.972, 20.7062, 26.1519, 310.4195], [57177.6027, 19.4592, 33.544, 15.0668, 19.5239, 225.8143], [27358.8595, 13.4605, 23.109, 10.2186, 13.5053, 153.0117]]","[[147157.9708, 30.2328, 52.165, 24.0172, 30.3272, 384.0752], [85635.6154, 23.0629, 39.782, 17.8807, 23.1349, 285.8749], [44957.3721, 16.7104, 28.746, 12.702, 16.7626, 202.9053]]"
"[[39.3366, 0.8782, 2.212, 0.6491, 0.887, 3.1998], [33.1196, 0.8059, 2.205, 0.5574, 0.8139, 2.7269], [36.8566, 0.8501, 2.465, 0.6105, 0.8586, 2.9429]]","[[9.8253, 0.4013, 0.655, 0.3273, 0.4047, 1.9532], [14.8103, 0.4927, 1.744, 0.2546, 0.4968, 1.443], [94.606, 1.2454, 3.696, 0.7792, 1.2557, 4.5552]]","[[234.8564, 1.8187, 2.949, 1.4982, 1.8317, 10.5263], [7.1469, 0.3173, 0.98, 0.238, 0.3195, 1.0589], [119.5835, 1.2978, 4.013, 0.852, 1.307, 5.4692]]","[[1064.4612, 3.6251, 5.765, 2.9842, 3.6477, 23.922], [58.8045, 0.852, 1.564, 0.6456, 0.8574, 5.1207], [131.1103, 1.2723, 4.272, 0.8452, 1.2802, 5.8214]]","[[2135.9614, 4.8448, 7.71, 3.9558, 4.8716, 35.6586], [283.5851, 1.7653, 3.026, 1.3604, 1.7751, 12.2434], [98.1641, 1.0386, 3.912, 0.6841, 1.0444, 5.0107]]","[[2341.4767, 4.8149, 7.626, 3.9487, 4.8389, 39.6502], [440.5566, 2.0885, 3.711, 1.5849, 2.0989, 15.0428], [139.0655, 1.1734, 4.85, 0.7302, 1.1793, 4.7813]]","[[12443.8068, 10.588, 17.402, 8.5222, 10.636, 93.7381], [4983.7739, 6.7007, 10.963, 5.2509, 6.7311, 57.7574], [1398.8131, 3.5499, 5.873, 2.7717, 3.566, 30.4797]]","[[26207.5339, 14.717, 25.006, 11.7199, 14.7782, 140.5637], [12660.5254, 10.229, 17.28, 7.9173, 10.2715, 94.9382], [4581.0992, 6.1531, 10.333, 4.7129, 6.1787, 56.5103]]","[[45641.9227, 18.6658, 32.303, 14.8235, 18.7374, 192.574], [22854.1267, 13.2083, 22.733, 10.192, 13.259, 132.3624], [9159.1069, 8.3616, 14.264, 6.3388, 8.3937, 82.2262]]","[[70122.3941, 22.3007, 38.522, 17.6825, 22.3802, 247.401], [38089.6973, 16.4359, 28.332, 12.6905, 16.4945, 177.4986], [17178.1728, 11.0377, 18.91, 8.3638, 11.0771, 116.8726]]","[[99622.0197, 25.6856, 44.183, 20.4175, 25.771, 306.1013], [55341.2361, 19.1441, 32.901, 14.8342, 19.2079, 222.3367], [26321.5266, 13.2028, 22.603, 10.0331, 13.2468, 150.2404]]","[[142893.5679, 29.7916, 51.248, 23.6816, 29.8845, 378.718], [82904.9836, 22.6922, 39.022, 17.6064, 22.763, 281.5008], [43318.6105, 16.403, 28.135, 12.4802, 16.4542, 199.3697]]"
"[[41.9668, 0.9071, 2.273, 0.671, 0.9162, 3.3084], [34.4614, 0.822, 2.243, 0.5686, 0.8302, 2.7821], [37.6245, 0.8589, 2.486, 0.6171, 0.8675, 2.9748]]","[[8.28, 0.3684, 0.601, 0.3012, 0.3715, 1.7548], [16.363, 0.5179, 1.807, 0.2734, 0.5222, 1.5568], [97.0483, 1.2613, 3.736, 0.7905, 1.2718, 4.6217]]","[[219.3138, 1.7575, 2.846, 1.4505, 1.77, 10.1943], [6.7865, 0.3092, 1.076, 0.2256, 0.3114, 0.852], [124.4509, 1.3239, 4.079, 0.8679, 1.3334, 5.5961]]","[[1015.261, 3.5404, 5.618, 2.9187, 3.5624, 23.4007], [52.3036, 0.8036, 1.482, 0.6097, 0.8086, 4.7758], [139.321, 1.3115, 4.372, 0.8713, 1.3197, 6.0457]]","[[2037.4903, 4.7318, 7.513, 3.8686, 4.758, 34.8773], [259.351, 1.6882, 2.905, 1.2999, 1.6976, 11.7017], [108.1681, 1.0903, 4.055, 0.7232, 1.0963, 5.3775]]","[[2205.4413, 4.6729, 7.405, 3.8356, 4.6962, 38.5235], [401.7925, 1.9945, 3.561, 1.5103, 2.0045, 14.2357], [152.6895, 1.2295, 5.045, 0.7503, 1.2357, 5.3481]]","[[12015.6471, 10.4043, 17.041, 8.3818, 10.4515, 92.199], [4775.9682, 6.5595, 10.698, 5.1466, 6.5892, 56.616], [1318.6225, 3.4467, 5.699, 2.6956, 3.4623, 29.6477]]","[[25412.2157, 14.492, 24.542, 11.5486, 14.5523, 138.5145], [12224.4158, 10.0513, 16.927, 7.7866, 10.0931, 93.3772], [4380.4765, 6.0168, 10.083, 4.6148, 6.0419, 55.3409]]","[[44324.0749, 18.3943, 31.729, 14.6172, 18.465, 189.8995], [22103.4947, 12.9896, 22.284, 10.0312, 13.0394, 130.2805], [8785.1404, 8.1891, 13.934, 6.2151, 8.2206, 80.6271]]","[[68106.8863, 21.9779, 37.853, 17.4371, 22.0562, 243.9751], [36874.7362, 16.1717, 27.794, 12.4958, 16.2293, 174.7827], [16522.8382, 10.8251, 18.496, 8.2111, 10.8637, 114.7444]]","[[96699.4866, 25.306, 43.4, 20.1288, 25.3902, 301.7822], [53535.6154, 18.8292, 32.265, 14.6016, 18.8919, 218.8598], [25304.9864, 12.9454, 22.101, 9.8476, 12.9885, 147.4691]]","[[138692.4352, 29.3504, 50.338, 23.3459, 29.4419, 373.3611], [80220.323, 22.3218, 38.269, 17.3323, 22.3914, 277.128], [41711.092, 16.0958, 27.524, 12.2584, 16.146, 195.8328]]"
"[[44.6819, 0.936, 2.334, 0.6928, 0.9453, 3.4165], [35.8352, 0.8382, 2.281, 0.5798, 0.8466, 2.8372], [38.3854, 0.8676, 2.507, 0.6235, 0.8762, 3.0058]]","[[6.9768, 0.3382, 0.549, 0.2774, 0.341, 1.5569], [18.0054, 0.5433, 1.87, 0.2922, 0.5478, 1.67], [99.5378, 1.2774, 3.777, 0.8019, 1.288, 4.6885]]","[[204.3263, 1.6964, 2.746, 1.4028, 1.7085, 9.8625], [6.6851, 0.3068, 1.173, 0.2146, 0.309, 0.6453], [129.431, 1.3502, 4.145, 0.8839, 1.3598, 5.7235]]","[[967.3223, 3.4558, 5.474, 2.8532, 3.4773, 22.8793], [46.4052, 0.7569, 1.401, 0.5763, 0.7616, 4.4304], [147.7992, 1.3508, 4.473, 0.8974, 1.3592, 6.27]]","[[1941.5217, 4.619, 7.317, 3.7814, 4.6446, 34.0961], [236.4362, 1.6119, 2.785, 1.2395, 1.6208, 11.1607], [118.841, 1.1428, 4.199, 0.7625, 1.1491, 5.7457]]","[[2073.984, 4.5315, 7.187, 3.7224, 4.5541, 37.3964], [365.6677, 1.9028, 3.413, 1.4405, 1.9122, 13.4292], [167.7116, 1.2886, 5.241, 0.775, 1.295, 5.9154]]","[[11595.1691, 10.2206, 16.679, 8.2413, 10.267, 90.66], [4572.8132, 6.4185, 10.439, 5.0422, 6.4476, 55.4743], [1241.1277, 3.3438, 5.529, 2.6194, 3.359, 28.816]]","[[24628.9847, 14.2669, 24.078, 11.3772, 14.3263, 136.4647], [11796.4471, 9.8738, 16.576, 7.6561, 9.9148, 91.8176], [4184.5785, 5.8808, 9.836, 4.5167, 5.9052, 54.1709]]","[[43025.8537, 18.123, 31.16, 14.4108, 18.1925, 187.2251], [21365.9515, 12.771, 21.84, 9.8705, 12.82, 128.1998], [8419.2871, 8.0168, 13.605, 6.0915, 8.0476, 79.0286]]","[[66121.1936, 21.6551, 37.183, 17.1916, 21.7323, 240.5487], [35679.9032, 15.9075, 27.257, 12.3011, 15.9642, 172.067], [15880.7104, 10.6127, 18.086, 8.0584, 10.6505, 112.6169]]","[[93820.8282, 24.9265, 42.619, 19.84, 25.0094, 297.4623], [51760.6443, 18.5145, 31.628, 14.369, 18.5761, 215.3823], [24309.3124, 12.6881, 21.601, 9.6621, 12.7304, 144.6984]]","[[134554.8176, 28.9092, 49.428, 23.0101, 28.9994, 368.0032], [77580.7497, 21.9515, 37.517, 17.058, 22.02, 272.7543], [40135.5467, 15.7889, 26.921, 12.0366, 15.8382, 192.2977]]"
"[[47.4823, 0.9649, 2.396, 0.7146, 0.9745, 3.5246], [37.2283, 0.8544, 2.319, 0.591, 0.8629, 2.8922], [39.1567, 0.8762, 2.528, 0.6298, 0.8849, 3.0365]]","[[5.9108, 0.3113, 0.499, 0.2559, 0.3139, 1.3587], [19.7424, 0.5689, 1.933, 0.311, 0.5736, 1.7835], [102.0238, 1.2933, 3.817, 0.8131, 1.304, 4.7543]]","[[189.9059, 1.6355, 2.646, 1.355, 1.6471, 9.53], [6.8388, 0.3104, 1.269, 0.2053, 0.3126, 0.439], [134.5146, 1.3764, 4.211, 0.8999, 1.3862, 5.8507]]","[[920.5678, 3.3712, 5.331, 2.7877, 3.3922, 22.3575], [41.1174, 0.7125, 1.322, 0.5435, 0.7169, 4.0848], [156.5682, 1.3903, 4.573, 0.9234, 1.399, 6.4941]]","[[1847.9152, 4.5063, 7.125, 3.6942, 4.5313, 33.3145], [214.8126, 1.5364, 2.667, 1.179, 1.5449, 10.6187], [130.1385, 1.1959, 4.342, 0.8015, 1.2025, 6.1125]]","[[1947.0633, 4.3907, 6.971, 3.6092, 4.4126, 36.2693], [332.0993, 1.8133, 3.267, 1.3733, 1.8224, 12.6224], [184.1178, 1.3502, 5.436, 0.8054, 1.3569, 6.482]]","[[11182.3534, 10.037, 16.321, 8.1008, 10.0825, 89.1201], [4374.2988, 6.2776, 10.18, 4.9379, 6.3061, 54.3325], [1166.305, 3.2415, 5.36, 2.5433, 3.2562, 27.9839]]","[[23858.2363, 14.0419, 23.62, 11.2057, 14.1003, 134.4146], [11376.1946, 9.6963, 16.229, 7.5254, 9.7366, 90.2568], [3993.4868, 5.7449, 9.591, 4.4187, 5.7688, 53.0012]]","[[41747.0345, 17.8516, 30.592, 14.2044, 17.9201, 184.5499], [20640.9563, 12.5525, 21.397, 9.7097, 12.6007, 126.1178], [8061.5245, 7.8446, 13.281, 5.9679, 7.8748, 77.4299]]","[[64165.0274, 21.3324, 36.52, 16.9462, 21.4084, 237.1221], [34505.5229, 15.6435, 26.726, 12.1064, 15.6993, 169.3519], [15251.8589, 10.4004, 17.677, 7.9057, 10.4375, 110.4888]]","[[90987.5502, 24.5472, 41.841, 19.5514, 24.6289, 293.1446], [50016.2308, 18.1998, 30.998, 14.1363, 18.2604, 211.904], [23334.4162, 12.4311, 21.107, 9.4766, 12.4725, 141.9269]]","[[130480.6938, 28.4682, 48.527, 22.6744, 28.557, 362.6452], [74985.8296, 21.5813, 36.772, 16.7838, 21.6486, 268.381], [38591.4265, 15.4822, 26.318, 11.8149, 15.5305, 188.7627]]"
"[[50.3545, 0.9937, 2.457, 0.7364, 1.0035, 3.6326], [38.6357, 0.8704, 2.356, 0.6021, 0.879, 2.947], [39.9393, 0.8849, 2.549, 0.6363, 0.8937, 3.0678]]","[[5.0828, 0.2887, 0.573, 0.2371, 0.2911, 1.1605], [21.5777, 0.5948, 1.996, 0.3299, 0.5997, 1.8974], [104.5675, 1.3093, 3.857, 0.8245, 1.3201, 4.8213]]","[[176.0579, 1.5747, 2.546, 1.3074, 1.5859, 9.1982], [7.2442, 0.3194, 1.365, 0.1976, 0.3217, 0.2327], [139.7069, 1.4027, 4.278, 0.9159, 1.4127, 5.9777]]","[[875.0363, 3.2868, 5.187, 2.7221, 3.3073, 21.8356], [36.446, 0.6708, 1.244, 0.5133, 0.675, 3.7394], [165.6031, 1.4299, 4.674, 0.9496, 1.4388, 6.7183]]","[[1756.7884, 4.3938, 6.932, 3.6071, 4.4181, 32.5339], [194.541, 1.4621, 2.55, 1.1186, 1.4702, 10.0779], [142.1054, 1.2496, 4.485, 0.8407, 1.2566, 6.4799]]","[[1824.7112, 4.2505, 6.756, 3.4961, 4.2717, 35.1424], [301.111, 1.7266, 3.121, 1.3088, 1.7353, 11.8157], [201.9515, 1.414, 5.632, 0.8426, 1.4211, 7.0496]]","[[10777.3381, 9.8536, 15.966, 7.9604, 9.8983, 87.5809], [4180.497, 6.1369, 9.926, 4.8336, 6.1648, 53.1911], [1094.1547, 3.1396, 5.194, 2.4671, 3.1539, 27.1516]]","[[23100.2862, 13.8171, 23.162, 11.0344, 13.8745, 132.365], [10963.7904, 9.5189, 15.882, 7.3948, 9.5585, 88.6966], [3807.1773, 5.6093, 9.349, 4.3205, 5.6326, 51.8308]]","[[40488.1085, 17.5804, 30.028, 13.998, 17.6479, 181.8757], [19929.0074, 12.3341, 20.957, 9.5489, 12.3814, 124.0366], [7712.0506, 7.6727, 12.959, 5.8443, 7.7022, 75.8311]]","[[62238.9982, 21.0098, 35.858, 16.7007, 21.0847, 233.6956], [33350.9445, 15.3796, 26.195, 11.9117, 15.4344, 166.6364], [14636.5392, 10.1885, 17.274, 7.7531, 10.2248, 108.3622]]","[[88197.3839, 24.1679, 41.07, 19.2626, 24.2484, 288.8245], [48302.516, 17.8853, 30.369, 13.9037, 17.9448, 208.4264], [22380.322, 12.1743, 20.614, 9.2911, 12.2148, 139.1556]]","[[126470.6556, 28.0273, 47.626, 22.3387, 28.1148, 357.2878], [72436.8457, 21.2113, 36.029, 16.5097, 21.2775, 264.0079], [37078.6272, 15.1757, 25.723, 11.5931, 15.2231, 185.2262]]"
"[[53.3325, 1.0226, 2.518, 0.7582, 1.0328, 3.7408], [40.0883, 0.8866, 2.394, 0.6133, 0.8954, 3.002], [40.7278, 0.8936, 2.57, 0.6427, 0.9025, 3.0987]]","[[4.4921, 0.2714, 0.667, 0.2208, 0.2736, 0.9622], [23.4983, 0.6207, 2.059, 0.3487, 0.6258, 2.0109], [107.1347, 1.3253, 3.897, 0.8359, 1.3363, 4.8879]]","[[162.7868, 1.5142, 2.449, 1.2596, 1.525, 8.8661], [7.9078, 0.3337, 1.461, 0.1919, 0.3361, 0.026], [145.0052, 1.4291, 4.344, 0.9319, 1.4393, 6.1055]]","[[830.7404, 3.2025, 5.047, 2.6565, 3.2225, 21.3138], [32.3827, 0.6323, 1.167, 0.4853, 0.6362, 3.3945], [174.9221, 1.4695, 4.774, 0.9757, 1.4787, 6.9425]]","[[1668.123, 4.2815, 6.743, 3.5199, 4.3052, 31.753], [175.5386, 1.3889, 2.435, 1.0581, 1.3966, 9.5362], [154.737, 1.304, 4.629, 0.8798, 1.3112, 6.847]]","[[1706.9049, 4.111, 6.545, 3.3829, 4.1315, 34.0156], [272.7066, 1.6432, 2.98, 1.249, 1.6514, 11.0081], [221.1236, 1.4796, 5.827, 0.8912, 1.487, 7.6167]]","[[10379.8415, 9.6702, 15.612, 7.8199, 9.714, 86.0416], [3991.295, 5.9965, 9.672, 4.7293, 6.0237, 52.0495], [1024.7526, 3.0384, 5.031, 2.391, 3.0522, 26.3199]]","[[22354.7885, 13.5923, 22.708, 10.863, 13.6488, 130.3162], [10559.5163, 9.3418, 15.54, 7.2643, 9.3806, 87.1373], [3625.7157, 5.474, 9.107, 4.2225, 5.4968, 50.6614]]","[[39248.3989, 17.3091, 29.466, 13.7915, 17.3756, 179.2005], [19229.9435, 12.1158, 20.52, 9.3882, 12.1623, 121.9557], [7370.743, 7.501, 12.641, 5.7208, 7.5298, 74.233]]","[[60342.549, 20.6872, 35.198, 16.4552, 20.761, 230.2688], [32216.6461, 15.1158, 25.671, 11.717, 15.1697, 163.9203], [14034.308, 9.9767, 16.871, 7.6005, 10.0122, 106.2347]]","[[85451.7319, 23.7888, 40.299, 18.9738, 23.8679, 284.505], [46619.4265, 17.5709, 29.746, 13.671, 17.6294, 204.9488], [21447.0795, 11.9178, 20.127, 9.1057, 11.9574, 136.385]]","[[122523.2361, 27.5865, 46.733, 22.0029, 27.6726, 351.9292], [69932.3103, 20.8414, 35.29, 16.2354, 20.9064, 259.6331], [35597.3462, 14.8695, 25.128, 11.3713, 14.9159, 181.6904]]"
"[[56.3889, 1.0515, 2.579, 0.78, 1.062, 3.8491], [41.5669, 0.9028, 2.432, 0.6245, 0.9118, 3.0572], [41.5251, 0.9023, 2.591, 0.6492, 0.9113, 3.13]]","[[4.138, 0.2605, 0.76, 0.2069, 0.2626, 0.7638], [25.5149, 0.6467, 2.123, 0.3675, 0.6521, 2.1244], [109.7377, 1.3413, 3.938, 0.8471, 1.3524, 4.954]]","[[150.0666, 1.4538, 2.352, 1.2119, 1.4642, 8.5338], [8.8269, 0.3526, 1.558, 0.1881, 0.3551, 0.1805], [150.3998, 1.4554, 4.41, 0.9479, 1.4658, 6.233]]","[[787.6335, 3.1183, 4.907, 2.5909, 3.1377, 20.7913], [28.9287, 0.5976, 1.112, 0.459, 0.6013, 3.049], [184.5124, 1.5093, 4.874, 1.0017, 1.5187, 7.1665]]","[[1581.8378, 4.1693, 6.555, 3.4326, 4.1924, 30.9713], [157.8786, 1.3172, 2.322, 0.9993, 1.3245, 8.9953], [168.0343, 1.3589, 4.772, 0.919, 1.3664, 7.2144]]","[[1593.5612, 3.9721, 6.334, 3.2697, 3.9919, 32.8879], [246.9008, 1.5635, 2.838, 1.1924, 1.5713, 10.2021], [241.7123, 1.547, 6.023, 0.9465, 1.5547, 8.1836]]","[[9990.1894, 9.4869, 15.263, 7.6794, 9.5299, 84.5018], [3806.6653, 5.8561, 9.423, 4.625, 5.8827, 50.9074], [957.9695, 2.9377, 4.869, 2.3148, 2.9511, 25.488]]","[[21621.6303, 13.3675, 22.257, 10.6916, 13.4231, 128.266], [10162.8483, 9.1646, 15.199, 7.1336, 9.2027, 85.5768], [3449.0589, 5.339, 8.87, 4.1244, 5.3612, 49.4915]]","[[38028.4892, 17.038, 28.905, 13.5852, 17.1034, 176.5258], [18543.4441, 11.8976, 20.086, 9.2274, 11.9433, 119.8739], [7037.5891, 7.3295, 12.324, 5.5972, 7.3577, 72.6344]]","[[58476.1299, 20.3648, 34.545, 16.2097, 20.4374, 226.8422], [31102.4303, 14.8521, 25.147, 11.5223, 14.905, 161.2044], [13445.393, 9.7651, 16.474, 7.4478, 9.7999, 104.107]]","[[82750.1652, 23.4097, 39.536, 18.685, 23.4876, 280.185], [44967.2394, 17.2568, 29.126, 13.4384, 17.3142, 201.4717], [20534.8766, 11.6616, 19.642, 8.9202, 11.7004, 133.6143]]","[[118640.4632, 27.1459, 45.842, 21.6672, 27.2306, 346.5716], [67473.441, 20.4717, 34.556, 15.9612, 20.5356, 255.2602], [34147.6061, 14.5635, 24.542, 11.1495, 14.609, 178.1552]]"
"[[59.5307, 1.0804, 2.641, 0.8018, 1.0912, 3.9572], [43.0652, 0.9189, 2.47, 0.6357, 0.9281, 3.1121], [42.3307, 0.9111, 2.612, 0.6555, 0.9201, 3.1608]]","[[4.026, 0.2569, 0.854, 0.196, 0.259, 0.5656], [27.6209, 0.6729, 2.186, 0.3863, 0.6785, 2.2381], [112.3625, 1.3572, 3.978, 0.8585, 1.3685, 5.0206]]","[[137.9413, 1.3939, 2.255, 1.1642, 1.4038, 8.202], [9.9969, 0.3752, 1.654, 0.1863, 0.3779, 0.3877], [155.8858, 1.4817, 4.476, 0.9638, 1.4923, 6.3592]]","[[745.7973, 3.0344, 4.768, 2.5253, 3.0533, 20.2697], [26.0846, 0.5675, 1.251, 0.4349, 0.571, 2.704], [194.4033, 1.5492, 4.975, 1.0278, 1.5589, 7.3906]]","[[1497.9844, 4.0573, 6.367, 3.3455, 4.0797, 30.1902], [141.4868, 1.2469, 2.211, 0.943, 1.2538, 8.4533], [181.9911, 1.4142, 4.915, 0.9582, 1.422, 7.582]]","[[1484.8632, 3.8343, 6.127, 3.1566, 3.8534, 31.7611], [223.6447, 1.4881, 2.7, 1.1387, 1.4955, 9.395], [263.6876, 1.6158, 6.218, 1.0018, 1.6238, 8.7503]]","[[9608.1264, 9.3037, 14.915, 7.5389, 9.3459, 82.962], [3626.8653, 5.7162, 9.174, 4.5207, 5.7421, 49.7667], [893.9461, 2.8379, 4.711, 2.2387, 2.8508, 24.6569]]","[[20900.7818, 13.1428, 21.807, 10.5201, 13.1975, 126.2155], [9774.1218, 8.9877, 14.862, 7.003, 9.025, 84.0164], [3277.1567, 5.2042, 8.635, 4.0262, 5.2259, 48.3212]]","[[36828.188, 16.767, 28.351, 13.3787, 16.8313, 173.8509], [17869.9855, 11.6796, 19.656, 9.0667, 11.7244, 117.7928], [6712.5336, 7.1583, 12.012, 5.4736, 7.1857, 71.0358]]","[[56639.5515, 20.0424, 33.891, 15.9643, 20.1139, 223.4159], [30008.4638, 14.5886, 24.628, 11.3276, 14.6406, 158.4887], [12869.8288, 9.5538, 16.078, 7.2952, 9.5879, 101.9797]]","[[80092.6192, 23.0307, 38.773, 18.3962, 23.1074, 275.8654], [43345.4263, 16.9427, 28.508, 13.2058, 16.9991, 197.9936], [19643.2833, 11.4056, 19.163, 8.7347, 11.4436, 130.8432]]","[[114820.6432, 26.7053, 44.955, 21.3314, 26.7886, 341.2126], [65060.0467, 20.1022, 33.825, 15.687, 20.165, 250.8871], [32729.2772, 14.2579, 23.957, 10.9277, 14.3024, 174.619]]"
